amfi_code,month,aum_crores,folio_count
100952,2023-04,1671.81,269387
100952,2023-05,1751.84,208432
100952,2023-06,1775.14,107406
100952,2023-07,1842.16,56755
100952,2023-08,1671.71,417760
100952,2023-09,1518.67,463969
100952,2023-10,1586.47,121051
100952,2023-11,1615.8,484769
100952,2023-12,1636.09,3906
100952,2024-01,1686.03,207451
100952,2024-02,1695.06,158585
100952,2024-03,1617.98,312114
100952,2024-04,1498.1,411298
100952,2024-05,1515.9,58155
100952,2024-06,1533.63,465247
101064,2023-01,223.38,248673
101064,2023-02,240.51,360421
101064,2023-03,228.29,346311
101064,2023-04,209.22,305774
101064,2023-05,213.19,364851
101064,2023-06,234.42,73208
101064,2023-07,258.08,376908
101064,2023-08,250.2,306993
101064,2023-09,258.25,147090
101064,2023-10,282.58,201674
101064,2023-11,272.68,62211
101064,2023-12,265.64,311828
101064,2024-01,291.55,204020
101064,2024-02,297.89,34150
101064,2024-03,298.9,325761
101064,2024-04,310.34,387024
101064,2024-05,334.49,193408
101064,2024-06,351.9,313077
101198,2023-01,91.75,259807
101198,2023-02,95.54,307160
101198,2023-03,102.93,310763
101198,2023-04,94.57,321617
101198,2023-05,90.04,260123
101198,2023-06,90.55,399331
101198,2023-07,94.99,80863
101198,2023-08,100.65,461732
101198,2023-09,110.03,76194
101198,2023-10,107.22,373694
101198,2023-11,95.81,281253
101198,2023-12,92.92,106388
101198,2024-01,96.21,299895
101198,2024-02,97.41,184039
101198,2024-03,97.14,71843
101198,2024-04,102.15,157550
101198,2024-05,108.25,181816
101198,2024-06,112.19,245630
101243,2023-01,446.22,100537
101243,2023-02,452.15,301534
101243,2023-03,472.44,66853
101243,2023-04,523.67,14506
101243,2023-05,519.24,365066
101243,2023-06,545.08,175206
101243,2023-07,546.65,261066
101243,2023-08,561.14,347393
101243,2023-09,647.25,18845
101243,2023-10,677.44,20562
101243,2023-11,689.38,57986
101243,2023-12,692.23,413406
101243,2024-01,732.25,206907
101243,2024-02,811.15,47298
101243,2024-03,856.34,72803
101243,2024-04,875.26,7236
101243,2024-05,858.63,32289
101243,2024-06,840.54,351198
101394,2023-01,126.27,205476
101394,2023-02,130.99,179035
101394,2023-03,128.95,328173
101394,2023-04,136.6,293748
101394,2023-05,142.86,248232
101394,2023-06,142.04,258999
101394,2023-07,143.91,38394
101394,2023-08,139.41,320463
101394,2023-09,139.89,473612
101394,2023-10,148.09,207551
101394,2023-11,151.48,42159
101394,2023-12,154.78,496020
101394,2024-01,155.3,243401
101394,2024-02,155.0,9827
101394,2024-03,154.72,101641
101394,2024-04,150.61,224570
101394,2024-05,161.7,111092
101394,2024-06,169.53,473642
101458,2023-01,8361.18,246058
101458,2023-02,8595.88,469606
101458,2023-03,9484.97,476876
101458,2023-04,10159.23,428618
101458,2023-05,10372.59,40559
101458,2023-06,10433.64,261099
101458,2023-07,10535.32,70908
101458,2023-08,10908.39,216191
101458,2023-09,11318.19,403325
101458,2023-10,12205.19,123963
101458,2023-11,12894.18,56391
101458,2023-12,12980.67,102171
101458,2024-01,14158.33,499604
101458,2024-02,13351.16,181681
101458,2024-03,13289.8,62462
101458,2024-04,13612.72,411177
101458,2024-05,12879.09,25927
101458,2024-06,12963.85,174788
101580,2023-01,1382.56,471713
101580,2023-02,1385.76,77902
101580,2023-03,1567.37,494288
101580,2023-04,1532.96,422267
101580,2023-05,1514.9,132988
101580,2023-06,1609.81,53006
101580,2023-07,1700.24,328302
101580,2023-08,1685.32,331884
101580,2023-09,1662.44,262315
101580,2023-10,1684.52,448694
101580,2023-11,1687.97,295661
101580,2023-12,1576.89,21012
101580,2024-01,1621.6,291235
101580,2024-02,1667.47,36230
101580,2024-03,1779.03,204470
101580,2024-04,1871.1,344360
101580,2024-05,1932.68,162393
101580,2024-06,2095.43,204728
101677,2023-01,1116.92,308565
101677,2023-02,1093.0,80064
101677,2023-03,1151.97,17665
101677,2023-04,1200.8,24130
101677,2023-05,1214.76,50626
101677,2023-06,1340.78,375869
101677,2023-07,1411.55,308379
101677,2023-08,1503.65,470856
101677,2023-09,1439.77,283344
101677,2023-10,1474.42,92592
101677,2023-11,1615.26,8548
101677,2023-12,1689.08,165364
101677,2024-01,1648.49,123398
101677,2024-02,1663.3,2070
101677,2024-03,1647.39,433736
101677,2024-04,1686.24,161198
101677,2024-05,1689.96,289254
101677,2024-06,1685.38,454130
101740,2023-01,5002.15,247590
101740,2023-02,5644.82,152577
101740,2023-03,5855.11,317129
101740,2023-04,5939.59,81162
101740,2023-05,5781.38,249032
101740,2023-06,5953.14,384625
101740,2023-07,6107.3,483377
101740,2023-08,6527.64,314681
101740,2023-09,6895.49,491225
101740,2023-10,7162.77,52132
101740,2023-11,6466.17,46117
101740,2023-12,6762.02,79453
101740,2024-01,6770.82,216763
101740,2024-02,6556.51,284119
101740,2024-03,6356.68,103823
101740,2024-04,6599.2,417950
101740,2024-05,6981.54,447166
101740,2024-06,6698.75,345777
101861,2023-01,1014.98,443045
101861,2023-02,986.77,403827
101861,2023-03,998.5,424318
101861,2023-04,997.75,189608
101861,2023-05,1043.33,212759
101861,2023-06,1059.03,18695
101861,2023-07,1049.29,185144
101861,2023-08,1007.77,374311
101861,2023-09,1020.27,152435
101861,2023-10,996.47,324617
101861,2023-11,990.35,102838
101861,2023-12,971.18,15366
101861,2024-01,1020.41,346875
101861,2024-02,1022.68,383941
101861,2024-03,997.39,478189
101861,2024-04,988.49,329599
101861,2024-05,1024.31,428040
101861,2024-06,953.01,466407
101916,2023-01,287.53,495532
101916,2023-02,296.7,223833
101916,2023-03,268.49,189877
101916,2023-04,264.15,137232
101916,2023-05,258.07,375283
101916,2023-06,263.83,374744
101916,2023-07,282.64,192460
101916,2023-08,287.02,360885
101916,2023-09,285.7,207048
101916,2023-10,303.85,95190
101916,2023-11,332.91,467646
101916,2023-12,352.24,65308
101916,2024-01,359.21,373548
101916,2024-02,360.71,31919
101916,2024-03,370.93,60508
101916,2024-04,393.93,497062
101916,2024-05,389.62,122833
101916,2024-06,374.97,369678
102061,2023-01,876.98,487380
102061,2023-02,829.63,118103
102061,2023-03,914.54,143851
102061,2023-04,937.26,127953
102061,2023-05,987.53,38632
102061,2023-06,1081.02,102157
102061,2023-07,1086.94,195278
102061,2023-08,1114.49,353658
102061,2023-09,1241.44,126290
102061,2023-10,1283.89,144892
102061,2023-11,1383.25,454712
102061,2023-12,1536.74,389579
102061,2024-01,1600.92,342686
102061,2024-02,1576.95,168440
102061,2024-03,1586.82,78164
102061,2024-04,1594.65,463984
102061,2024-05,1628.46,460497
102061,2024-06,1621.68,283037
102185,2023-01,1080.0,59512
102185,2023-02,1053.18,67969
102185,2023-03,1112.43,34626
102185,2023-04,1210.29,274991
102185,2023-05,1147.07,290663
102185,2023-06,1257.9,481301
102185,2023-07,1344.1,196853
102185,2023-08,1333.93,440294
102185,2023-09,1286.98,128878
102185,2023-10,1349.14,466309
102185,2023-11,1261.76,263180
102185,2023-12,1287.79,376459
102185,2024-01,1309.84,251428
102185,2024-02,1388.4,359949
102185,2024-03,1430.32,226014
102185,2024-04,1420.49,133933
102185,2024-05,1439.52,117024
102185,2024-06,1519.5,364744
102279,2023-01,659.19,107415
102279,2023-02,658.5,401812
102279,2023-03,664.44,108882
102279,2023-04,695.0,479013
102279,2023-05,693.65,367300
102279,2023-06,723.83,200813
102279,2023-07,703.35,17496
102279,2023-08,643.83,448357
102279,2023-09,664.73,206133
102279,2023-10,676.1,499968
102279,2023-11,700.33,290434
102279,2023-12,745.33,477844
102279,2024-01,736.54,77721
102279,2024-02,804.27,242975
102279,2024-03,813.93,170025
102279,2024-04,881.93,259105
102279,2024-05,856.01,190727
102279,2024-06,902.17,411381
102367,2023-01,682.59,430630
102367,2023-02,744.37,87655
102367,2023-03,782.89,162824
102367,2023-04,808.02,6535
102367,2023-05,825.64,258533
102367,2023-06,800.5,178128
102367,2023-07,859.95,199926
102367,2023-08,836.4,417751
102367,2023-09,857.16,308019
102367,2023-10,833.42,360383
102367,2023-11,813.52,361372
102367,2023-12,796.44,421387
102367,2024-01,738.29,422594
102367,2024-02,762.68,61672
102367,2024-03,754.12,389198
102367,2024-04,762.6,57459
102367,2024-05,811.53,481362
102367,2024-06,797.82,97708
102484,2023-01,1093.85,151464
102484,2023-02,1124.55,253649
102484,2023-03,1167.71,405287
102484,2023-04,1192.9,296540
102484,2023-05,1174.6,476332
102484,2023-06,1213.01,188641
102484,2023-07,1304.67,1560
102484,2023-08,1283.97,206936
102484,2023-09,1321.16,409350
102484,2023-10,1442.69,456447
102484,2023-11,1338.69,433982
102484,2023-12,1377.62,490034
102484,2024-01,1345.51,375908
102484,2024-02,1308.36,393294
102484,2024-03,1348.85,453591
102484,2024-04,1363.62,260150
102484,2024-05,1314.38,406967
102484,2024-06,1395.15,30965
102589,2023-01,1433.98,17283
102589,2023-02,1620.99,93583
102589,2023-03,1700.52,28136
102589,2023-04,1724.48,345703
102589,2023-05,1608.72,402544
102589,2023-06,1668.33,387474
102589,2023-07,1731.06,371221
102589,2023-08,1706.71,458222
102589,2023-09,1713.14,125916
102589,2023-10,1882.03,248993
102589,2023-11,1864.71,294974
102589,2023-12,1809.05,10582
102589,2024-01,1750.86,85883
102589,2024-02,1710.1,396807
102589,2024-03,1505.31,220467
102589,2024-04,1607.87,135230
102589,2024-05,1570.35,22887
102589,2024-06,1572.66,203772
102673,2023-01,1426.63,37078
102673,2023-02,1322.84,461574
102673,2023-03,1429.95,66471
102673,2023-04,1515.69,302827
102673,2023-05,1416.97,273568
102673,2023-06,1565.08,426723
102673,2023-07,1573.26,429517
102673,2023-08,1548.0,141496
102673,2023-09,1621.43,339157
102673,2023-10,1654.55,234145
102673,2023-11,1701.04,207806
102673,2023-12,1880.95,160962
102673,2024-01,1836.67,323745
102673,2024-02,1774.53,84527
102673,2024-03,1890.37,402294
102673,2024-04,1905.89,269644
102673,2024-05,2196.39,159798
102673,2024-06,2465.79,352636
102739,2023-01,970.52,18741
102739,2023-02,1002.14,443237
102739,2023-03,1063.51,470901
102739,2023-04,1115.2,77518
102739,2023-05,1160.0,291298
102739,2023-06,1230.74,224003
102739,2023-07,1194.49,157811
102739,2023-08,1219.43,35401
102739,2023-09,1218.54,180387
102739,2023-10,1235.51,298711
102739,2023-11,1285.67,238265
102739,2023-12,1338.44,307265
102739,2024-01,1454.59,350063
102739,2024-02,1536.52,48423
102739,2024-03,1571.14,164506
102739,2024-04,1453.47,375302
102739,2024-05,1486.35,91434
102739,2024-06,1505.43,78624
102836,2023-01,2884.92,492632
102836,2023-02,2905.01,382893
102836,2023-03,2732.55,199452
102836,2023-04,2960.03,82053
102836,2023-05,2886.05,259169
102836,2023-06,2918.26,28942
102836,2023-07,2824.55,464951
102836,2023-08,3105.3,3507
102836,2023-09,3359.54,276574
102836,2023-10,3500.14,190850
102836,2023-11,3493.05,425034
102836,2023-12,3637.73,117793
102836,2024-01,3592.63,248443
102836,2024-02,3643.89,339518
102836,2024-03,4233.72,150742
102836,2024-04,4105.37,176973
102836,2024-05,4315.42,464657
102836,2024-06,4674.46,169041
102981,2023-01,2021.3,424702
102981,2023-02,2035.25,462876
102981,2023-03,2007.66,106054
102981,2023-04,2078.94,199415
102981,2023-05,2111.93,462393
102981,2023-06,2110.78,57113
102981,2023-07,2251.46,89832
102981,2023-08,2080.14,295613
102981,2023-09,2160.38,360058
102981,2023-10,2188.53,428488
102981,2023-11,2386.14,384519
102981,2023-12,2319.45,151766
102981,2024-01,2444.69,369940
102981,2024-02,2296.16,116670
102981,2024-03,2258.89,463228
102981,2024-04,2343.44,243840
102981,2024-05,2247.13,486295
102981,2024-06,2106.59,334244
103067,2023-01,71.54,122532
103067,2023-02,72.22,63074
103067,2023-03,76.99,429920
103067,2023-04,78.55,322631
103067,2023-05,74.48,227732
103067,2023-06,75.37,262459
103067,2023-07,71.55,6263
103067,2023-08,72.84,384035
103067,2023-09,78.88,366704
103067,2023-10,77.27,117473
103067,2023-11,75.35,37745
103067,2023-12,80.03,355888
103067,2024-01,76.12,285677
103067,2024-02,71.35,307281
103067,2024-03,67.15,78223
103067,2024-04,67.27,25794
103067,2024-05,73.46,6055
103067,2024-06,75.86,441884
103193,2023-01,1281.92,69005
103193,2023-02,1299.69,329779
103193,2023-03,1364.28,352049
103193,2023-04,1486.12,475295
103193,2023-05,1560.21,217245
103193,2023-06,1652.84,209539
103193,2023-07,1606.63,16401
103193,2023-08,1738.16,185397
103193,2023-09,1782.8,342526
103193,2023-10,1932.53,354896
103193,2023-11,1888.14,327130
103193,2023-12,1687.49,213028
103193,2024-01,1675.85,253384
103193,2024-02,1708.52,239203
103193,2024-03,1748.7,339063
103193,2024-04,1673.37,363126
103193,2024-05,1711.38,86285
103193,2024-06,1591.65,438922
103291,2023-01,48.18,345011
103291,2023-02,52.26,457632
103291,2023-03,58.0,279162
103291,2023-04,60.61,179178
103291,2023-05,64.45,489019
103291,2023-06,66.58,106044
103291,2023-07,72.07,452420
103291,2023-08,76.78,192168
103291,2023-09,74.72,23150
103291,2023-10,72.89,367549
103291,2023-11,74.71,274850
103291,2023-12,73.65,442513
103291,2024-01,74.1,304814
103291,2024-02,77.6,64604
103291,2024-03,78.94,485211
103291,2024-04,80.62,317650
103291,2024-05,80.0,179941
103291,2024-06,81.42,434875
103349,2023-01,134.36,232934
103349,2023-02,141.39,312259
103349,2023-03,136.49,165101
103349,2023-04,131.49,158016
103349,2023-05,132.82,60801
103349,2023-06,139.12,147199
103349,2023-07,128.41,201776
103349,2023-08,121.8,147900
103349,2023-09,119.48,191206
103349,2023-10,120.35,419991
103349,2023-11,117.19,364448
103349,2023-12,123.6,1187
103349,2024-01,122.65,287181
103349,2024-02,131.13,383850
103349,2024-03,137.38,120738
103349,2024-04,135.48,412993
103349,2024-05,136.51,227268
103349,2024-06,141.97,67559
103428,2023-01,1026.11,379029
103428,2023-02,990.07,97413
103428,2023-03,1014.48,206908
103428,2023-04,1101.74,342203
103428,2023-05,1068.16,33108
103428,2023-06,1014.09,35521
103428,2023-07,979.03,90272
103428,2023-08,951.75,402685
103428,2023-09,878.47,165816
103428,2023-10,891.94,171542
103428,2023-11,885.22,9444
103428,2023-12,954.52,124279
103428,2024-01,1003.7,247650
103428,2024-02,987.08,263957
103428,2024-03,1003.85,34392
103428,2024-04,982.23,356110
103428,2024-05,1031.13,493141
103428,2024-06,1096.69,141034
103563,2023-01,1680.64,157364
103563,2023-02,1641.82,106375
103563,2023-03,1679.54,454936
103563,2023-04,1773.23,455053
103563,2023-05,1841.51,120238
103563,2023-06,1960.22,30399
103563,2023-07,1988.84,100058
103563,2023-08,2043.17,136170
103563,2023-09,2089.08,386157
103563,2023-10,2174.49,101408
103563,2023-11,2160.03,483242
103563,2023-12,2295.38,205551
103563,2024-01,2521.88,77362
103563,2024-02,2524.96,124866
103563,2024-03,2445.47,448257
103563,2024-04,2512.88,125509
103563,2024-05,2633.84,27257
103563,2024-06,2686.87,28251
103671,2023-01,7945.68,212521
103671,2023-02,7565.21,469378
103671,2023-03,7052.02,449817
103671,2023-04,7409.95,31507
103671,2023-05,6893.41,409057
103671,2023-06,7142.66,199529
103671,2023-07,7610.01,438371
103671,2023-08,8298.55,116422
103671,2023-09,8052.75,293463
103671,2023-10,8306.65,185451
103671,2023-11,8829.51,438963
103671,2023-12,7598.17,32679
103671,2024-01,7401.89,263720
103671,2024-02,7818.15,168629
103671,2024-03,7971.26,35669
103671,2024-04,8217.2,285107
103671,2024-05,8439.5,204097
103671,2024-06,9605.94,137200
103725,2023-01,1827.06,163890
103725,2023-02,1901.41,43719
103725,2023-03,1982.01,324006
103725,2023-04,2042.36,252781
103725,2023-05,2305.61,362327
103725,2023-06,2212.89,438099
103725,2023-07,2253.69,280605
103725,2023-08,2364.75,219354
103725,2023-09,2215.19,388991
103725,2023-10,2340.62,228148
103725,2023-11,2371.34,27446
103725,2023-12,2422.21,170038
103725,2024-01,2478.3,182957
103725,2024-02,2535.85,251977
103725,2024-03,2677.3,23220
103725,2024-04,2455.09,320693
103725,2024-05,2440.38,476508
103725,2024-06,2299.13,219147
103883,2023-01,357.98,316878
103883,2023-02,328.09,42988
103883,2023-03,363.42,134089
103883,2023-04,377.19,139673
103883,2023-05,367.69,16363
103883,2023-06,359.67,326227
103883,2023-07,379.64,212732
103883,2023-08,392.77,197428
103883,2023-09,384.08,122198
103883,2023-10,408.32,80168
103883,2023-11,421.83,432169
103883,2023-12,444.02,133871
103883,2024-01,495.01,236499
103883,2024-02,475.66,446677
103883,2024-03,505.17,373896
103883,2024-04,520.85,185762
103883,2024-05,499.24,420583
103883,2024-06,526.8,384653
103992,2023-01,463.97,189209
103992,2023-02,470.27,320621
103992,2023-03,465.87,225229
103992,2023-04,479.15,71065
103992,2023-05,520.72,258776
103992,2023-06,511.93,408890
103992,2023-07,559.59,356272
103992,2023-08,533.5,64890
103992,2023-09,557.93,103314
103992,2023-10,542.11,204618
103992,2023-11,570.58,5665
103992,2023-12,532.09,233837
103992,2024-01,499.77,495881
103992,2024-02,469.28,355029
103992,2024-03,472.52,263556
103992,2024-04,510.5,473358
103992,2024-05,506.56,159186
103992,2024-06,513.45,357689
104018,2023-01,5243.88,324921
104018,2023-02,5680.59,239195
104018,2023-03,6152.16,396533
104018,2023-04,6447.32,447989
104018,2023-05,6277.89,478873
104018,2023-06,6140.02,225748
104018,2023-07,5934.38,105800
104018,2023-08,5881.78,45203
104018,2023-09,6092.46,223747
104018,2023-10,6273.7,343525
104018,2023-11,6152.64,423477
104018,2023-12,6386.25,45618
104018,2024-01,6429.22,253675
104018,2024-02,6392.47,280265
104018,2024-03,6595.48,140752
104018,2024-04,6802.44,25620
104018,2024-05,7167.47,325867
104018,2024-06,7299.28,316783
104145,2023-01,1050.01,239795
104145,2023-02,1102.52,413466
104145,2023-03,1137.8,213540
104145,2023-04,1140.46,121030
104145,2023-05,1223.17,145439
104145,2023-06,1233.41,146800
104145,2023-07,1315.84,344068
104145,2023-08,1508.03,228454
104145,2023-09,1533.28,70567
104145,2023-10,1561.05,476494
104145,2023-11,1506.41,204902
104145,2023-12,1505.75,250728
104145,2024-01,1450.34,237703
104145,2024-02,1420.46,432549
104145,2024-03,1538.25,122738
104145,2024-04,1533.77,16560
104145,2024-05,1500.79,487338
104145,2024-06,1611.24,112152
104258,2023-01,2923.39,328806
104258,2023-02,2892.94,356533
104258,2023-03,2817.05,183147
104258,2023-04,3004.25,147455
104258,2023-05,3287.03,277995
104258,2023-06,3463.8,480090
104258,2023-07,3174.46,282215
104258,2023-08,3379.56,472280
104258,2023-09,3465.15,121974
104258,2023-10,3674.29,135512
104258,2023-11,3904.11,27161
104258,2023-12,4065.56,192728
104258,2024-01,4245.74,132862
104258,2024-02,4459.18,465715
104258,2024-03,4957.53,4261
104258,2024-04,4839.7,244644
104258,2024-05,4757.09,100589
104258,2024-06,5100.81,291794
104307,2023-01,2574.78,411966
104307,2023-02,2613.39,443516
104307,2023-03,2771.54,414117
104307,2023-04,2602.99,496134
104307,2023-05,2543.05,366519
104307,2023-06,2729.0,165354
104307,2023-07,2794.23,71915
104307,2023-08,2585.93,478810
104307,2023-09,2774.17,152115
104307,2023-10,2878.65,62483
104307,2023-11,2789.6,379489
104307,2023-12,2853.44,26334
104307,2024-01,2903.55,48243
104307,2024-02,2820.04,393017
104307,2024-03,2842.99,201760
104307,2024-04,2808.56,398054
104307,2024-05,2923.33,84009
104307,2024-06,3022.94,414040
104481,2023-01,2517.49,398708
104481,2023-02,2635.98,965
104481,2023-03,2667.28,254633
104481,2023-04,2711.29,340325
104481,2023-05,2802.68,461907
104481,2023-06,2858.16,372287
104481,2023-07,3086.27,452570
104481,2023-08,3304.9,190638
104481,2023-09,3401.37,155979
104481,2023-10,3280.18,359374
104481,2023-11,3214.74,182414
104481,2023-12,3272.76,17920
104481,2024-01,3378.21,353680
104481,2024-02,3572.05,44562
104481,2024-03,3227.09,497076
104481,2024-04,3411.24,327742
104481,2024-05,3289.13,66026
104481,2024-06,3331.77,398580
104524,2023-01,4933.13,251455
104524,2023-02,4460.44,352777
104524,2023-03,4599.83,257455
104524,2023-04,4101.53,335659
104524,2023-05,3980.06,237085
104524,2023-06,4396.18,3160
104524,2023-07,4573.89,38335
104524,2023-08,4727.55,384516
104524,2023-09,4537.29,133067
104524,2023-10,4832.56,120557
104524,2023-11,4708.26,224640
104524,2023-12,4783.78,211860
104524,2024-01,4663.7,10688
104524,2024-02,4917.72,230581
104524,2024-03,5045.87,122373
104524,2024-04,5245.01,60039
104524,2024-05,4821.4,415539
104524,2024-06,5046.06,51176
104657,2023-01,176.14,180349
104657,2023-02,177.59,310986
104657,2023-03,198.31,252300
104657,2023-04,184.7,91903
104657,2023-05,188.78,258897
104657,2023-06,180.86,440104
104657,2023-07,188.9,487611
104657,2023-08,198.71,409193
104657,2023-09,214.57,36084
104657,2023-10,217.89,11554
104657,2023-11,206.86,488624
104657,2023-12,214.45,80995
104657,2024-01,210.21,149142
104657,2024-02,207.87,98917
104657,2024-03,225.24,422878
104657,2024-04,240.32,261479
104657,2024-05,253.76,170959
104657,2024-06,225.27,22908
104754,2023-01,5288.95,374358
104754,2023-02,5583.27,496385
104754,2023-03,5562.8,433729
104754,2023-04,4920.5,10040
104754,2023-05,5157.34,171775
104754,2023-06,4866.56,174485
104754,2023-07,5026.54,364136
104754,2023-08,5388.66,134687
104754,2023-09,5517.34,417834
104754,2023-10,5590.11,70902
104754,2023-11,5548.08,377390
104754,2023-12,5904.55,102169
104754,2024-01,5663.76,277451
104754,2024-02,6081.15,366985
104754,2024-03,6456.81,234760
104754,2024-04,6698.76,250866
104754,2024-05,6964.2,182281
104754,2024-06,6880.89,53623
104820,2023-01,101.15,380164
104820,2023-02,102.95,288593
104820,2023-03,115.01,293906
104820,2023-04,103.49,355097
104820,2023-05,107.94,461034
104820,2023-06,107.57,498821
104820,2023-07,107.61,160434
104820,2023-08,113.87,32560
104820,2023-09,124.05,205985
104820,2023-10,127.13,35741
104820,2023-11,130.61,64346
104820,2023-12,131.31,315833
104820,2024-01,136.64,216526
104820,2024-02,128.72,230804
104820,2024-03,140.43,197063
104820,2024-04,148.31,197688
104820,2024-05,140.31,352803
104820,2024-06,151.26,207948
104970,2023-01,4272.77,135728
104970,2023-02,3854.25,209221
104970,2023-03,3619.55,168953
104970,2023-04,3821.8,352464
104970,2023-05,3929.25,398599
104970,2023-06,3961.23,21144
104970,2023-07,4239.25,403120
104970,2023-08,4175.99,38241
104970,2023-09,4030.56,160510
104970,2023-10,4578.44,261634
104970,2023-11,4681.62,340700
104970,2023-12,4644.87,140937
104970,2024-01,4790.85,177194
