investor_id,n_sips,first_sip,last_sip,avg_sip_amount,avg_gap_days,at_risk,sip_tenure_months
INV000044,2,2025-01-11,2025-01-28,938.0,17.0,False,0.6
INV000045,6,2024-03-13,2025-03-01,19073.0,70.6,True,11.8
INV000046,4,2025-02-14,2025-05-26,8251.5,33.666666666666664,False,3.4
INV000047,2,2024-01-10,2024-03-27,9497.0,77.0,False,2.6
INV000048,9,2024-03-27,2025-03-30,4480.777777777777,46.0,True,12.3
INV000049,3,2024-01-20,2025-05-29,12581.333333333334,70.0,False,16.5
INV000050,2,2024-08-12,2025-01-02,11866.0,143.0,False,4.8
INV000051,3,2024-02-27,2024-07-25,4406.666666666667,74.5,False,5.0
INV000052,6,2024-03-31,2024-09-28,4063.0,36.2,True,6.0
INV000053,2,2025-04-29,2025-05-06,4917.0,7.0,False,0.2
INV000054,5,2024-05-30,2025-02-27,3386.8,68.25,False,9.1
INV000055,5,2024-01-30,2025-03-05,12145.8,100.0,False,13.3
INV000056,6,2024-01-10,2025-01-18,10162.833333333334,74.8,True,12.5
INV000057,8,2024-04-30,2025-04-13,11363.375,49.714285714285715,True,11.6
INV000058,5,2024-02-08,2024-12-11,3402.0,76.75,False,10.2
INV000059,1,2024-01-10,2024-01-10,1764.0,,False,0.0
INV000060,2,2024-04-26,2024-07-25,12287.0,90.0,False,3.0
INV000061,3,2024-02-21,2024-04-01,1409.6666666666667,20.0,False,1.3
INV000062,5,2024-01-30,2025-05-08,19286.0,116.0,False,15.5
INV000063,3,2024-01-19,2025-03-30,3070.0,33.0,False,14.5
INV000065,4,2024-05-06,2025-04-08,29079.75,112.33333333333333,False,11.2
INV000066,2,2024-11-25,2025-03-03,13694.0,98.0,False,3.3
INV000067,1,2024-10-29,2024-10-29,538.0,,False,0.0
INV000069,10,2024-02-14,2025-05-01,15605.4,49.111111111111114,True,14.7
INV000070,3,2024-03-14,2024-09-14,3214.6666666666665,92.0,False,6.1
INV000071,4,2024-03-28,2024-06-09,39739.25,24.333333333333332,False,2.4
INV000072,6,2024-03-24,2025-05-13,8228.666666666666,83.0,True,13.8
INV000073,9,2024-03-20,2025-04-10,12612.111111111111,48.25,True,12.9
INV000074,8,2024-01-08,2025-05-30,13333.625,72.57142857142857,True,16.9
INV000075,6,2024-05-01,2025-05-10,24626.833333333332,74.8,True,12.5
INV000076,6,2024-02-06,2025-05-10,8485.0,91.8,True,15.3
INV000078,1,2025-05-17,2025-05-17,28687.0,,False,0.0
INV000079,6,2024-06-02,2025-04-27,7026.666666666667,65.8,True,11.0
INV000080,4,2024-06-27,2025-02-25,10424.75,81.0,False,8.1
INV000081,7,2024-01-01,2025-05-03,7814.857142857143,81.33333333333333,True,16.3
INV000082,7,2024-01-09,2025-05-25,3942.0,83.66666666666667,True,16.7
INV000083,1,2024-08-11,2024-08-11,572.0,,False,0.0
INV000084,4,2024-02-10,2024-12-12,12017.0,102.0,False,10.2
INV000085,5,2024-02-02,2025-02-01,8674.4,91.25,False,12.2
INV000086,10,2024-02-05,2025-03-13,8122.1,44.666666666666664,True,13.4
INV000087,6,2024-02-20,2025-05-29,17548.0,92.8,True,15.5
INV000088,2,2024-07-24,2024-08-02,4869.0,9.0,False,0.3
INV000089,4,2024-05-29,2025-05-28,4155.0,121.33333333333333,False,12.1
INV000090,3,2024-07-08,2025-04-25,4124.333333333333,145.5,False,9.7
INV000091,8,2024-01-04,2024-11-07,6891.75,44.0,True,10.3
INV000092,3,2024-10-18,2024-11-02,893.3333333333334,7.5,False,0.5
INV000093,7,2024-01-30,2024-12-28,20216.428571428572,55.5,True,11.1
INV000094,6,2024-04-04,2024-11-14,8321.333333333334,44.8,True,7.5
INV000095,6,2024-04-19,2025-04-01,15470.5,69.4,True,11.6
INV000096,2,2024-12-14,2024-12-16,8618.0,2.0,False,0.1
INV000097,7,2024-05-10,2025-04-02,22158.14285714286,54.5,True,10.9
INV000098,5,2024-10-02,2025-04-25,4431.6,51.25,False,6.8
INV000099,5,2024-03-19,2025-03-21,5412.2,91.75,False,12.2
INV000100,3,2024-02-04,2025-04-09,27574.666666666668,215.0,False,14.3
INV000101,8,2024-02-08,2025-05-08,14100.25,65.0,True,15.2
INV000102,8,2024-02-11,2025-05-13,14259.25,65.28571428571429,True,15.2
INV000103,6,2024-02-08,2025-03-31,3445.8333333333335,83.4,True,13.9
INV000104,5,2024-01-06,2025-04-10,11069.0,115.0,False,15.3
INV000105,8,2024-01-02,2025-02-04,10863.875,57.0,True,13.3
INV000106,2,2024-12-09,2025-03-31,28385.5,112.0,False,3.7
INV000107,3,2024-05-04,2024-11-20,6361.333333333333,200.0,False,6.7
INV000108,3,2024-10-11,2025-02-28,4996.666666666667,70.0,False,4.7
INV000109,9,2024-02-29,2025-03-05,7516.777777777777,46.25,True,12.3
INV000110,3,2024-04-26,2024-12-26,5544.333333333333,122.0,False,8.1
INV000111,1,2024-12-16,2024-12-16,11558.0,,False,0.0
INV000112,3,2024-02-13,2024-10-11,7260.0,120.5,False,8.0
INV000113,8,2024-02-11,2024-12-29,10543.625,46.0,True,10.7
INV000114,1,2024-05-17,2024-05-17,2628.0,,False,0.0
INV000115,4,2024-02-02,2025-03-29,7808.75,140.33333333333334,False,14.0
INV000116,3,2024-04-27,2025-03-08,5511.0,157.5,False,10.5
INV000117,4,2024-04-04,2025-03-22,5807.5,117.33333333333333,False,11.7
INV000118,5,2024-09-01,2025-03-22,6474.6,50.5,False,6.7
INV000119,2,2024-09-14,2025-02-03,17077.0,142.0,False,4.7
INV000120,3,2024-05-28,2025-01-18,10149.666666666666,117.5,False,7.8
INV000121,2,2024-06-13,2024-11-30,5051.5,170.0,False,5.7
INV000122,1,2024-03-25,2024-03-25,46110.0,,False,0.0
INV000123,7,2024-03-28,2025-03-21,16233.285714285714,59.666666666666664,True,11.9
INV000124,4,2024-02-15,2025-04-24,7066.75,144.66666666666666,False,14.5
INV000125,5,2024-06-16,2025-05-25,10137.8,85.75,False,11.4
INV000126,1,2025-01-25,2025-01-25,548.0,,False,0.0
INV000127,1,2025-02-01,2025-02-01,9781.0,,False,0.0
INV000128,6,2024-03-19,2025-05-03,6378.833333333333,82.0,True,13.7
INV000129,5,2024-03-06,2025-05-14,12316.6,108.5,False,14.5
INV000130,2,2024-08-17,2025-02-03,12766.5,170.0,False,5.7
INV000131,7,2024-04-05,2025-03-07,14600.142857142857,56.0,True,11.2
INV000132,6,2024-05-12,2025-05-02,14733.833333333334,71.0,True,11.8
INV000133,6,2024-02-15,2025-05-01,12449.166666666666,88.2,True,14.7
INV000134,3,2024-01-20,2024-07-12,4908.666666666667,87.0,False,5.8
INV000135,3,2024-01-24,2024-09-20,9307.666666666666,120.0,False,8.0
INV000136,1,2024-09-02,2024-09-02,820.0,,False,0.0
INV000137,4,2024-05-25,2025-01-24,16895.75,81.33333333333333,False,8.1
INV000138,6,2024-05-06,2025-05-22,26011.0,76.2,True,12.7
INV000139,1,2024-03-24,2024-03-24,6583.0,,False,0.0
INV000140,2,2024-04-09,2024-09-13,29875.5,157.0,False,5.2
INV000141,1,2025-03-18,2025-03-18,8219.0,,False,0.0
INV000143,4,2024-02-28,2025-01-01,24038.0,102.66666666666667,False,10.3
INV000144,3,2024-01-04,2025-01-03,3683.6666666666665,182.5,False,12.2
INV000145,6,2024-02-17,2025-05-09,21172.333333333332,89.4,True,14.9
INV000146,6,2024-02-12,2025-01-11,14769.666666666666,66.8,True,11.1
INV000147,4,2024-05-11,2025-04-24,15912.25,116.0,False,11.6
INV000148,9,2024-03-11,2025-05-01,10001.333333333334,52.0,True,13.9
INV000150,5,2024-02-15,2025-03-24,2983.0,100.75,False,13.4
INV000151,3,2024-04-14,2025-01-12,27635.666666666668,136.5,False,9.1
INV000152,1,2024-11-21,2024-11-21,55234.0,,False,0.0
INV000153,4,2024-06-20,2024-10-30,4516.25,44.0,False,4.4
INV000154,5,2024-05-07,2025-01-18,7449.0,64.0,False,8.5
INV000155,7,2024-06-18,2025-01-28,8218.57142857143,37.333333333333336,True,7.5
INV000156,4,2024-01-08,2025-05-01,4080.5,159.66666666666666,False,16.0
INV000158,5,2024-03-07,2025-04-23,16076.2,103.0,False,13.7
INV000159,3,2024-04-19,2025-05-26,12750.0,201.0,False,13.4
INV000160,3,2024-08-03,2024-10-16,15149.0,37.0,False,2.5
INV000161,7,2024-02-23,2025-05-06,6326.714285714285,73.0,True,14.6
INV000162,2,2024-03-06,2025-05-15,9189.5,,False,14.5
INV000163,8,2024-01-06,2025-03-08,7283.875,61.0,True,14.2
INV000164,6,2024-04-17,2025-02-20,4208.833333333333,61.8,True,10.3
INV000165,4,2024-03-30,2025-05-29,17613.5,141.66666666666666,False,14.2
INV000166,4,2024-01-06,2025-05-18,2728.25,65.0,False,16.6
INV000167,5,2024-01-09,2025-02-02,6671.0,97.5,False,13.0
INV000168,1,2024-02-22,2024-02-22,2090.0,,False,0.0
INV000169,7,2024-03-17,2025-04-28,6958.285714285715,81.4,True,13.6
INV000170,2,2024-08-13,2024-08-31,7799.0,18.0,False,0.6
INV000171,2,2024-01-11,2024-04-18,516.0,98.0,False,3.3
INV000172,4,2024-04-12,2025-05-17,17629.0,133.33333333333334,False,13.3
INV000173,7,2024-04-18,2025-03-30,11198.142857142857,57.666666666666664,True,11.5
INV000174,5,2024-01-27,2025-05-19,5381.0,119.5,False,15.9
INV000175,7,2024-01-12,2025-05-28,10188.57142857143,83.66666666666667,True,16.7
INV000176,3,2024-02-08,2025-03-17,18180.333333333332,201.5,False,13.4
INV000177,8,2024-01-16,2025-04-18,6440.0,65.42857142857143,True,15.3
INV000178,2,2024-06-08,2025-01-24,4375.0,230.0,False,7.7
INV000179,5,2024-05-25,2024-10-31,15735.4,39.75,False,5.3
INV000180,6,2024-05-07,2025-03-12,2654.0,61.8,True,10.3
INV000181,3,2024-01-05,2024-11-21,6421.333333333333,160.5,False,10.7
INV000182,5,2024-04-15,2025-01-22,5076.6,70.5,False,9.4
INV000183,9,2024-02-20,2025-05-14,9560.0,56.125,True,15.0
INV000184,1,2024-02-10,2024-02-10,6111.0,,False,0.0
INV000185,2,2024-05-04,2024-11-16,7386.5,196.0,False,6.5
INV000189,3,2024-01-14,2024-11-16,4239.333333333333,153.5,False,10.2
INV000190,5,2024-10-21,2025-05-29,6652.2,55.0,False,7.3
INV000191,7,2024-04-12,2025-03-17,9808.0,56.5,True,11.3
INV000192,5,2024-02-11,2025-03-16,3594.2,99.75,False,13.3
INV000193,4,2024-01-28,2025-05-08,7904.75,37.0,False,15.5
INV000194,7,2024-05-23,2025-05-06,8836.714285714286,58.0,True,11.6
INV000195,6,2024-04-08,2025-04-30,3623.1666666666665,77.4,True,12.9
INV000196,7,2024-03-17,2025-05-05,11526.42857142857,69.0,True,13.8
INV000197,1,2025-02-26,2025-02-26,20100.0,,False,0.0
INV000198,1,2024-09-07,2024-09-07,462.0,,False,0.0
INV000199,4,2024-08-13,2025-02-24,2178.75,65.0,False,6.5
INV000200,4,2024-01-16,2024-12-22,14837.75,113.66666666666667,False,11.4
INV000201,9,2024-01-17,2025-03-01,10919.777777777777,51.125,True,13.6
INV000202,2,2024-03-21,2025-03-04,14103.5,348.0,False,11.6
INV000203,5,2024-03-19,2024-09-06,9550.0,42.75,False,5.7
INV000204,2,2025-01-23,2025-03-12,35185.5,48.0,False,1.6
INV000205,8,2024-01-27,2025-04-09,9011.375,62.57142857142857,True,14.6
INV000206,1,2024-09-26,2024-09-26,1631.0,,False,0.0
INV000207,5,2024-04-25,2025-05-10,13391.2,95.0,False,12.7
INV000208,1,2024-06-19,2024-06-19,2572.0,,False,0.0
INV000209,1,2025-01-05,2025-01-05,503.0,,False,0.0
INV000210,8,2024-01-14,2025-05-23,11696.5,70.71428571428571,True,16.5
INV000211,5,2024-02-07,2025-05-16,6857.6,116.0,False,15.5
INV000212,1,2024-06-18,2024-06-18,5127.0,,False,0.0
INV000213,4,2024-03-09,2024-12-04,2857.0,90.0,False,9.0
INV000214,6,2024-01-11,2025-04-29,11226.166666666666,94.8,True,15.8
INV000215,5,2024-01-18,2025-03-30,12419.6,16.333333333333332,False,14.6
INV000216,4,2024-06-22,2024-12-23,17239.0,61.333333333333336,False,6.1
INV000217,6,2024-02-04,2025-05-09,7357.666666666667,92.0,True,15.3
INV000218,1,2024-05-31,2024-05-31,8003.0,,False,0.0
INV000219,3,2024-07-01,2025-03-10,14061.333333333334,126.0,False,8.4
INV000220,5,2024-01-12,2025-02-18,3632.4,100.75,False,13.4
INV000221,5,2024-11-28,2025-04-16,2439.0,34.75,False,4.6
INV000222,4,2024-07-09,2024-11-05,4717.0,39.666666666666664,False,4.0
INV000223,5,2024-01-13,2025-04-16,16908.8,114.75,False,15.3
INV000224,4,2024-07-23,2025-03-04,19969.25,74.66666666666667,False,7.5
INV000225,4,2024-02-10,2025-02-20,5706.25,125.33333333333333,False,12.5
INV000226,4,2024-06-11,2025-02-19,5550.75,84.33333333333333,False,8.4
INV000227,3,2024-03-09,2024-10-11,8662.666666666666,108.0,False,7.2
INV000228,9,2024-01-10,2025-05-02,26575.11111111111,59.75,True,15.9
INV000229,5,2024-08-08,2025-05-06,6503.4,67.75,False,9.0
INV000230,5,2024-01-24,2024-09-23,7278.2,60.75,False,8.1
INV000231,5,2024-02-10,2024-08-16,3463.8,62.666666666666664,False,6.3
INV000232,1,2024-04-12,2024-04-12,7200.0,,False,0.0
INV000233,1,2024-01-10,2024-01-10,2177.0,,False,0.0
INV000234,5,2024-01-01,2025-05-02,17797.4,121.75,False,16.2
INV000235,4,2024-05-09,2024-12-18,3900.25,74.33333333333333,False,7.4
INV000236,8,2024-01-18,2025-05-02,14027.125,67.14285714285714,True,15.7
INV000237,1,2024-10-09,2024-10-09,4141.0,,False,0.0
INV000238,6,2024-02-08,2025-05-21,24403.666666666668,93.6,True,15.6
INV000239,8,2024-04-16,2025-03-24,20161.5,48.857142857142854,True,11.4
INV000240,1,2024-10-30,2024-10-30,2145.0,,False,0.0
INV000241,3,2024-06-24,2025-01-31,6174.333333333333,110.5,False,7.4
INV000242,3,2024-07-12,2024-11-14,4579.333333333333,62.5,False,4.2
INV000243,6,2024-01-25,2025-04-10,9690.833333333334,88.2,True,14.7
INV000244,4,2024-02-19,2024-04-29,14814.0,23.333333333333332,False,2.3
INV000245,6,2024-02-08,2025-05-14,7670.5,92.2,True,15.4
INV000246,4,2024-01-18,2024-10-21,13632.5,92.33333333333333,False,9.2
INV000248,1,2025-01-03,2025-01-03,1963.0,,False,0.0
INV000249,7,2024-04-09,2025-01-07,27822.714285714286,45.5,True,9.1
INV000251,2,2024-06-04,2025-01-13,9466.5,223.0,False,7.4
INV000252,6,2024-01-25,2024-10-03,17188.0,50.4,True,8.4
INV000253,1,2025-04-16,2025-04-16,26261.0,,False,0.0
INV000254,2,2024-08-26,2025-05-02,25693.5,249.0,False,8.3
INV000255,6,2024-03-05,2024-11-03,5775.5,48.6,True,8.1
INV000256,6,2024-03-02,2025-02-16,5317.0,70.2,True,11.7
INV000257,5,2024-05-03,2025-05-11,15040.0,93.25,False,12.4
INV000258,1,2024-05-31,2024-05-31,11103.0,,False,0.0
INV000259,6,2024-01-25,2025-01-12,13656.333333333334,70.6,True,11.8
INV000260,8,2024-01-08,2025-02-28,17454.125,59.57142857142857,True,13.9
INV000261,4,2024-01-14,2025-02-11,12402.75,131.33333333333334,False,13.1
INV000262,8,2024-04-18,2025-04-28,5901.125,53.57142857142857,True,12.5
INV000263,8,2024-01-11,2025-05-04,19709.75,68.42857142857143,True,16.0
INV000264,1,2025-05-17,2025-05-17,1079.0,,False,0.0
INV000265,10,2024-01-25,2025-05-20,20343.3,60.125,True,16.0
INV000266,4,2024-02-01,2024-11-30,10553.5,101.0,False,10.1
INV000267,5,2024-02-25,2025-02-06,16326.2,86.75,False,11.6
INV000268,7,2024-01-22,2025-01-30,11372.142857142857,62.333333333333336,True,12.5
INV000269,2,2024-01-21,2024-07-19,3247.0,180.0,False,6.0
INV000270,2,2024-02-23,2024-07-02,1889.0,130.0,False,4.3
INV000271,2,2024-06-08,2025-05-16,5876.5,342.0,False,11.4
INV000272,4,2024-07-28,2025-05-13,17538.0,96.33333333333333,False,9.6
INV000273,1,2025-03-19,2025-03-19,11637.0,,False,0.0
INV000274,5,2024-03-09,2025-04-16,10424.2,100.75,False,13.4
INV000275,2,2024-07-17,2024-08-03,12153.0,17.0,False,0.6
INV000276,4,2024-03-08,2024-11-03,7693.5,80.0,False,8.0
INV000277,1,2024-08-29,2024-08-29,4236.0,,False,0.0
INV000278,2,2024-03-25,2025-03-14,514.5,354.0,False,11.8
INV000279,9,2024-03-01,2025-02-11,6847.0,43.375,True,11.6
INV000280,9,2024-01-22,2025-04-12,16132.666666666666,55.75,True,14.9
INV000281,1,2024-04-04,2024-04-04,942.0,,False,0.0
INV000282,2,2025-03-18,2025-05-10,5499.0,53.0,False,1.8
INV000283,6,2024-02-11,2025-01-16,4060.3333333333335,68.0,True,11.3
INV000284,4,2024-08-31,2025-02-21,19116.5,58.0,False,5.8
INV000285,2,2024-04-25,2024-09-12,1361.0,140.0,False,4.7
INV000286,5,2024-01-15,2025-04-19,4151.0,115.0,False,15.3
INV000287,7,2024-01-17,2025-03-11,9193.0,69.83333333333333,True,14.0
INV000288,5,2024-01-07,2025-04-08,22226.6,114.25,False,15.2
INV000289,8,2024-01-21,2025-04-04,10205.0,62.714285714285715,True,14.6
INV000290,1,2024-04-10,2024-04-10,2480.0,,False,0.0
INV000291,6,2024-02-13,2025-05-03,12696.333333333334,89.0,True,14.8
INV000292,7,2024-05-13,2025-02-13,17665.14285714286,46.0,True,9.2
INV000293,7,2024-01-09,2024-10-17,10082.0,47.0,True,9.4
INV000294,5,2024-02-13,2024-09-18,8425.4,54.5,False,7.3
INV000295,2,2024-06-28,2024-07-06,4813.0,8.0,False,0.3
INV000296,2,2024-05-19,2024-10-24,37621.0,158.0,False,5.3
INV000297,6,2024-02-01,2025-04-29,3723.0,90.6,True,15.1
INV000298,5,2024-03-15,2025-03-20,2755.2,92.5,False,12.3
INV000299,6,2024-03-22,2025-05-22,7592.833333333333,85.2,True,14.2
INV000300,3,2024-06-21,2024-11-21,4858.333333333333,76.5,False,5.1
INV000301,5,2024-08-25,2025-05-26,15893.2,68.5,False,9.1
INV000302,1,2024-06-24,2024-06-24,1667.0,,False,0.0
INV000303,3,2024-02-10,2025-04-03,4997.666666666667,209.0,False,13.9
INV000304,7,2024-02-01,2025-03-27,11364.857142857143,70.0,True,14.0
INV000305,4,2024-01-27,2024-07-10,28784.0,55.0,False,5.5
INV000306,3,2024-12-01,2025-05-02,3888.0,76.0,False,5.1
INV000307,2,2024-05-04,2024-10-13,6433.5,162.0,False,5.4
INV000308,5,2024-02-04,2025-05-17,4023.2,117.0,False,15.6
INV000309,8,2024-01-08,2025-01-06,7893.25,52.0,True,12.1
INV000310,7,2024-02-25,2025-05-25,6624.0,75.83333333333333,True,15.2
INV000311,3,2024-01-25,2024-11-24,11995.666666666666,152.0,False,10.1
INV000312,5,2024-02-02,2025-05-26,16355.6,119.75,False,16.0
INV000313,2,2024-07-17,2025-05-23,4304.5,310.0,False,10.3
INV000314,4,2024-03-01,2024-09-24,6419.0,69.0,False,6.9
INV000315,4,2024-02-25,2024-10-09,5663.0,75.66666666666667,False,7.6
INV000316,5,2024-03-06,2025-02-16,3944.4,86.75,False,11.6
INV000317,4,2024-03-10,2025-05-23,22464.5,146.33333333333334,False,14.6
INV000318,6,2024-01-29,2025-05-30,11621.0,97.4,True,16.2
INV000319,7,2024-02-17,2025-05-03,5734.714285714285,73.5,True,14.7
INV000320,5,2024-03-10,2024-12-15,10018.0,70.0,False,9.3
INV000321,7,2024-01-03,2025-03-15,13032.142857142857,72.83333333333333,True,14.6
INV000322,3,2024-01-15,2024-09-13,5360.0,121.0,False,8.1
INV000323,3,2024-12-21,2025-05-04,19395.333333333332,67.0,False,4.5
INV000325,2,2024-06-17,2025-01-30,7707.0,227.0,False,7.6
INV000326,3,2024-05-29,2025-04-03,4192.0,154.5,False,10.3
INV000327,2,2024-01-13,2024-03-03,1706.0,50.0,False,1.7
INV000328,9,2024-03-09,2025-01-03,7141.444444444444,37.5,True,10.0
INV000329,4,2024-01-31,2024-10-23,1349.75,88.66666666666667,False,8.9
INV000330,4,2024-01-04,2025-02-18,19649.25,137.0,False,13.7
INV000331,8,2024-01-23,2025-01-12,15547.25,50.714285714285715,True,11.8
INV000332,4,2024-09-25,2024-12-16,9561.75,27.333333333333332,False,2.7
INV000333,4,2024-02-14,2025-05-10,19740.0,72.0,False,15.0
INV000334,7,2024-07-06,2024-12-06,6245.714285714285,25.5,False,5.1
INV000335,6,2024-01-25,2025-05-19,11474.666666666666,96.0,True,16.0
INV000336,2,2024-12-14,2025-05-13,1695.0,150.0,False,5.0
INV000337,5,2024-03-15,2025-05-03,9002.6,103.5,False,13.8
INV000338,1,2025-03-07,2025-03-07,57900.0,,False,0.0
INV000339,6,2024-02-15,2025-05-30,12426.0,94.0,True,15.7
INV000340,5,2024-03-31,2024-08-06,3209.4,32.0,False,4.3
INV000341,8,2024-02-18,2025-03-05,9557.5,54.42857142857143,True,12.7
INV000342,1,2024-07-20,2024-07-20,7174.0,,False,0.0
INV000343,2,2024-06-21,2025-02-24,5281.5,248.0,False,8.3
INV000344,5,2024-10-04,2025-02-03,8772.2,30.5,False,4.1
INV000345,1,2025-02-12,2025-02-12,4370.0,,False,0.0
INV000346,1,2024-06-20,2024-06-20,16931.0,,False,0.0
INV000347,1,2024-10-13,2024-10-13,5631.0,,False,0.0
INV000348,2,2024-02-17,2024-11-27,13896.0,284.0,False,9.5
INV000349,4,2024-02-05,2024-12-20,3020.5,106.33333333333333,False,10.6
INV000350,2,2024-04-12,2024-07-06,8464.0,85.0,False,2.8
INV000351,5,2024-06-06,2025-05-18,22798.4,86.5,False,11.5
INV000352,5,2024-03-02,2025-01-19,15343.8,80.75,False,10.8
INV000353,1,2024-05-19,2024-05-19,49922.0,,False,0.0
INV000354,3,2024-01-29,2025-05-12,6592.0,234.5,False,15.6
INV000355,1,2025-05-23,2025-05-23,55250.0,,False,0.0
INV000356,6,2024-06-13,2025-03-12,12144.166666666666,54.4,True,9.1
INV000357,3,2024-09-05,2025-02-23,18915.333333333332,85.5,False,5.7
INV000358,1,2025-02-26,2025-02-26,3156.0,,False,0.0
INV000359,9,2024-02-19,2025-04-27,10383.444444444445,54.125,True,14.4
INV000360,5,2024-01-11,2025-05-13,14439.6,122.0,False,16.3
INV000361,3,2024-03-10,2024-09-22,7900.0,98.0,False,6.5
INV000363,7,2024-02-12,2025-05-19,8525.285714285714,77.0,True,15.4
INV000364,3,2024-07-15,2025-01-20,21198.0,94.5,False,6.3
INV000366,4,2024-06-23,2025-02-24,19001.75,82.0,False,8.2
INV000367,4,2024-01-09,2024-06-26,2635.25,56.333333333333336,False,5.6
INV000368,1,2025-05-24,2025-05-24,17493.0,,False,0.0
INV000369,6,2024-03-06,2024-10-11,3775.6666666666665,43.8,True,7.3
INV000370,5,2024-01-02,2025-04-13,10454.8,116.75,False,15.6
INV000371,8,2024-01-18,2025-03-08,8998.125,59.285714285714285,True,13.8
INV000372,7,2024-03-03,2025-01-24,12839.0,54.5,True,10.9
INV000373,2,2024-07-13,2024-08-30,12195.0,48.0,False,1.6
INV000374,4,2024-01-20,2025-02-06,24481.75,127.66666666666667,False,12.8
INV000376,1,2024-10-22,2024-10-22,6910.0,,False,0.0
INV000377,5,2024-02-23,2024-12-20,15628.2,75.25,False,10.0
INV000378,3,2024-02-01,2024-09-23,10068.333333333334,117.5,False,7.8
INV000379,3,2024-10-26,2025-01-22,20105.0,44.0,False,2.9
INV000380,6,2024-01-18,2025-05-17,12116.666666666666,97.0,True,16.2
INV000381,1,2024-11-02,2024-11-02,5501.0,,False,0.0
INV000382,1,2024-04-26,2024-04-26,5503.0,,False,0.0
INV000383,5,2024-02-13,2025-04-17,7910.4,107.25,False,14.3
INV000384,5,2024-04-28,2025-03-07,13672.2,78.25,False,10.4
INV000385,4,2024-04-14,2025-01-17,6843.5,92.66666666666667,False,9.3
INV000386,1,2024-01-04,2024-01-04,57205.0,,False,0.0
INV000387,3,2024-01-22,2024-08-15,3992.6666666666665,103.0,False,6.9
INV000388,9,2024-02-27,2025-05-01,12157.777777777777,53.625,True,14.3
INV000389,3,2024-02-01,2024-10-13,6674.333333333333,127.5,False,8.5
