amfi_code,nav_date,nav,change_pct,scheme_name,fund_house,category,sub_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,alpha_ann,beta,sharpe_ratio,std_deviation,daily_return
100067,2024-01-10,605.1879,-0.6151,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-01-10,605.1879,-0.6151,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-01-11,582.7279,0.8815,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.03711244061555108
100067,2024-01-11,582.7279,0.8815,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-01-11,582.7279,0.8815,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-01-11,582.7279,0.8815,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-01,421.6907,-1.4491,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.2763505917598934
100067,2024-02-01,421.6907,-1.4491,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-01,421.6907,-1.4491,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-01,421.6907,-1.4491,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-02,445.8986,0.6463,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.057406767566844596
100067,2024-02-02,445.8986,0.6463,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-02,445.8986,0.6463,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-02,445.8986,0.6463,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-04,504.8323,0.7089,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.1321683898536572
100067,2024-02-04,504.8323,0.7089,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-04,504.8323,0.7089,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-04,504.8323,0.7089,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-05,511.764,-0.0144,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.013730698293274779
100067,2024-02-05,511.764,-0.0144,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-05,511.764,-0.0144,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-05,511.764,-0.0144,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-07,555.0763,0.0854,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.08463334662070787
100067,2024-02-07,555.0763,0.0854,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-07,555.0763,0.0854,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-07,555.0763,0.0854,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-08,569.7238,0.2716,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.026388264099908465
100067,2024-02-08,569.7238,0.2716,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-08,569.7238,0.2716,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-08,569.7238,0.2716,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-09,589.1254,1.6019,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.03405439618285211
100067,2024-02-09,589.1254,1.6019,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-09,589.1254,1.6019,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-09,589.1254,1.6019,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-10,601.5714,-0.5451,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.021126232207947515
100067,2024-02-10,601.5714,-0.5451,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-10,601.5714,-0.5451,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-10,601.5714,-0.5451,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-12,601.4986,0.0337,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.00012101639140427167
100067,2024-02-12,601.4986,0.0337,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-12,601.4986,0.0337,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-02-12,601.4986,0.0337,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-01,412.8895,1.0618,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.31356531835651824
100067,2024-03-01,412.8895,1.0618,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-01,412.8895,1.0618,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-01,412.8895,1.0618,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-04,503.1297,0.0445,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.2185577497126956
100067,2024-03-04,503.1297,0.0445,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-04,503.1297,0.0445,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-04,503.1297,0.0445,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-05,507.2294,0.5862,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.00814839593051242
100067,2024-03-05,507.2294,0.5862,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-05,507.2294,0.5862,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-05,507.2294,0.5862,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-06,495.5615,0.4017,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.023003201312857602
100067,2024-03-06,495.5615,0.4017,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-06,495.5615,0.4017,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-06,495.5615,0.4017,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-07,553.7738,1.6832,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.11746735773461014
100067,2024-03-07,553.7738,1.6832,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-07,553.7738,1.6832,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-07,553.7738,1.6832,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-09,583.4485,-0.078,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0535863199017359
100067,2024-03-09,583.4485,-0.078,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-09,583.4485,-0.078,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-09,583.4485,-0.078,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-10,603.0744,0.4544,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.03363775894530541
100067,2024-03-10,603.0744,0.4544,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-10,603.0744,0.4544,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-10,603.0744,0.4544,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-12,602.3956,-0.6037,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.0011255659334902246
100067,2024-03-12,602.3956,-0.6037,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-12,602.3956,-0.6037,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-03-12,602.3956,-0.6037,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-01,409.2754,0.6136,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.3205870029595169
100067,2024-04-01,409.2754,0.6136,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-01,409.2754,0.6136,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-01,409.2754,0.6136,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-03,461.2403,-0.6612,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.12696805134146838
100067,2024-04-03,461.2403,-0.6612,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-03,461.2403,-0.6612,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-03,461.2403,-0.6612,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-04,499.5564,-0.3014,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.08307188248728492
100067,2024-04-04,499.5564,-0.3014,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-04,499.5564,-0.3014,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-04,499.5564,-0.3014,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-06,492.21,0.6882,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.014705847027482788
100067,2024-04-06,492.21,0.6882,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-06,492.21,0.6882,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-06,492.21,0.6882,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-07,552.1901,-0.1414,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.12185875947258284
100067,2024-04-07,552.1901,-0.1414,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-07,552.1901,-0.1414,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-07,552.1901,-0.1414,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-09,580.2137,-0.9911,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.05074991384307692
100067,2024-04-09,580.2137,-0.9911,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-09,580.2137,-0.9911,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-09,580.2137,-0.9911,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-10,593.3737,0.4944,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.022681298287165585
100067,2024-04-10,593.3737,0.4944,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-10,593.3737,0.4944,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-10,593.3737,0.4944,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-11,572.6393,1.1803,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,-0.0349432406593011
100067,2024-04-11,572.6393,1.1803,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-11,572.6393,1.1803,Aditya Birla Children's Direct Plan Growth,Aditya Birla,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-11,572.6393,1.1803,Mirae Asset Gilt Direct Plan Growth,Mirae Asset,Debt,Gilt,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
100067,2024-04-12,602.7884,0.665,HDFC ETF Direct Plan Growth,HDFC,Other,ETF,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.05264937282509252
100067,2024-04-12,602.7884,0.665,ICICI Prudential Children's Direct Plan Growth,ICICI Prudential,Solution Oriented,Children's,0.2776,31.68,0.24,8.79,1.5058,0.8397,0.1774,10.3365,0.0
