amfi_code,nav_date,nav,change_pct
100067,21-11-2024,578.7376,-0.7632
100067,22-11-2024,573.2606,0.6597
100067,25-11-2024,566.7241,0.3138
100067,26-11-2024,574.3736,-0.2009
100067,27-11-2024,585.1836,-0.4674
100067,28-11-2024,584.4021,-0.9133
100067,29-11-2024,585.7118,0.7544
100067,02-12-2024,601.4986,0.0337
100067,03-12-2024,602.3956,-0.6037
100067,04-12-2024,602.7884,0.665
100067,05-12-2024,605.2887,-0.2891
100067,06-12-2024,610.1165,-0.8974
100067,09-12-2024,620.6429,0.396
100067,10-12-2024,619.6101,-0.45
100067,11-12-2024,621.3394,0.2536
100067,12-12-2024,612.5874,-0.3168
100067,13-12-2024,612.2642,1.3084
100067,16-12-2024,616.8244,1.0207
100067,17-12-2024,612.0447,1.5056
100067,18-12-2024,604.6867,0.063
100067,19-12-2024,612.4892,0.3138
100067,20-12-2024,620.8197,0.072
100067,23-12-2024,641.121,-0.9466
100067,24-12-2024,638.2494,-0.8368
100067,25-12-2024,636.5863,-1.0371
100067,26-12-2024,633.8386,-1.2702
100067,27-12-2024,639.7702,-0.273
100067,30-12-2024,634.514,1.2923
100188,01-01-2024,374.5928,-0.9082
100188,02-01-2024,377.4938,-0.5112
100188,03-01-2024,378.9804,-1.6015
100188,04-01-2024,383.1127,0.0043
100188,05-01-2024,386.3203,0.2109
100188,08-01-2024,391.8066,-1.3186
100188,09-01-2024,388.1525,0.6929
100188,10-01-2024,388.1709,-0.1659
100188,11-01-2024,387.6986,0.4916
100188,12-01-2024,385.7834,0.4993
100188,15-01-2024,385.0427,1.0041
100188,16-01-2024,381.3947,0.7948
100188,17-01-2024,377.9802,0.6997
100188,18-01-2024,371.6719,-0.9654
100188,19-01-2024,370.1181,-0.1098
100188,22-01-2024,383.7233,1.1259
100188,23-01-2024,382.9,-0.1997
100188,24-01-2024,386.7369,0.0763
100188,25-01-2024,386.3452,-1.1617
100188,26-01-2024,386.1295,-2.4719
100188,29-01-2024,383.9904,-0.3908
100188,30-01-2024,383.0068,1.2524
100188,31-01-2024,379.5438,0.325
100188,01-02-2024,373.2216,0.1208
100188,02-02-2024,374.749,0.8139
100188,05-02-2024,374.304,0.0227
100188,06-02-2024,374.959,0.4572
100188,07-02-2024,376.4517,-0.8564
100188,08-02-2024,372.5506,2.2954
100188,09-02-2024,379.1366,-1.2125
100188,12-02-2024,385.8713,0.1664
100188,13-02-2024,382.8068,-0.1242
100188,14-02-2024,381.2679,0.1609
100188,15-02-2024,380.4995,-0.0785
100188,16-02-2024,384.1397,1.1475
100188,19-02-2024,376.2439,1.1413
100188,20-02-2024,376.1933,1.3441
100188,21-02-2024,374.7268,0.0634
100188,22-02-2024,370.3282,1.2123
100188,23-02-2024,369.2678,-1.2966
100188,26-02-2024,360.012,0.1412
100188,27-02-2024,361.0894,1.3883
100188,28-02-2024,360.2557,0.7667
100188,29-02-2024,361.4122,-0.134
100188,01-03-2024,354.8015,0.8928
100188,04-03-2024,349.6316,0.2947
100188,05-03-2024,350.1114,0.0665
100188,06-03-2024,349.8267,0.9843
100188,07-03-2024,353.0088,0.6933
100188,08-03-2024,363.7013,-0.5002
100188,11-03-2024,360.992,-0.5787
100188,12-03-2024,352.3696,-1.052
100188,13-03-2024,352.7397,0.9488
100188,14-03-2024,347.938,-0.5112
100188,15-03-2024,347.6408,-0.6157
100188,18-03-2024,350.7448,-0.6127
100188,19-03-2024,355.7354,0.0397
100188,20-03-2024,360.0192,-0.3551
100188,21-03-2024,362.075,-0.5714
100188,22-03-2024,359.1211,-0.5939
100188,25-03-2024,363.6637,-0.9938
100188,26-03-2024,360.2405,1.5702
100188,27-03-2024,362.3583,-1.6533
100188,28-03-2024,364.125,0.2536
100188,29-03-2024,357.243,-0.2926
100188,01-04-2024,363.0599,0.1262
100188,02-04-2024,366.582,-0.0916
100188,03-04-2024,363.8995,-0.8008
100188,04-04-2024,365.8223,-1.7224
100188,05-04-2024,368.2002,-0.9559
100188,08-04-2024,373.1661,-1.7066
100188,09-04-2024,370.6078,0.0842
100188,10-04-2024,368.7678,0.8155
100188,11-04-2024,361.9908,0.3656
100188,12-04-2024,363.5232,0.0842
100188,15-04-2024,367.1281,-0.5926
100188,16-04-2024,369.6723,-0.2518
100188,17-04-2024,372.5295,0.7424
100188,18-04-2024,367.7699,-0.099
100188,19-04-2024,367.6111,-0.1741
100188,22-04-2024,372.3381,1.4395
100188,23-04-2024,370.5798,-0.9156
100188,24-04-2024,371.1691,-0.4669
100188,25-04-2024,379.3019,0.2609
100188,26-04-2024,383.3882,-0.1618
100188,29-04-2024,383.8405,0.8046
100188,30-04-2024,383.5721,-0.5728
100188,01-05-2024,380.039,-0.029
100188,02-05-2024,382.1508,0.4522
100188,03-05-2024,382.2424,-0.5001
100188,06-05-2024,385.0502,0.1411
100188,07-05-2024,384.6827,0.8639
100188,08-05-2024,383.3195,0.207
100188,09-05-2024,384.8335,0.693
100188,10-05-2024,390.1684,0.6479
100188,13-05-2024,389.6622,2.1043
100188,14-05-2024,386.9072,-0.8776
100188,15-05-2024,386.3145,0.9591
100188,16-05-2024,388.2935,-0.3894
100188,17-05-2024,388.3231,0.9733
100188,20-05-2024,403.305,0.3582
100188,21-05-2024,405.6976,-0.2741
100188,22-05-2024,402.2898,0.1948
100188,23-05-2024,404.2268,-1.2158
100188,24-05-2024,402.4881,-0.2923
100188,27-05-2024,404.6015,0.1283
100188,28-05-2024,408.6244,-1.5001
100188,29-05-2024,414.8821,1.3159
100188,30-05-2024,415.236,0.6253
100188,31-05-2024,417.6688,-0.6236
100188,03-06-2024,422.897,0.9862
100188,04-06-2024,423.4277,0.1127
100188,05-06-2024,420.6711,-0.2881
100188,06-06-2024,419.0989,1.5749
100188,07-06-2024,420.1737,-0.8595
100188,10-06-2024,409.8787,0.4719
100188,11-06-2024,404.3149,0.5606
100188,12-06-2024,400.9787,-1.2725
100188,13-06-2024,402.9231,-1.3048
100188,14-06-2024,401.4644,0.2239
100188,17-06-2024,406.7358,-0.7092
100188,18-06-2024,413.9409,-0.5054
100188,19-06-2024,420.8257,-0.3673
100188,20-06-2024,425.3923,1.003
100188,21-06-2024,421.5596,0.3598
100188,24-06-2024,426.8484,0.3118
100188,25-06-2024,425.5029,-1.0146
100188,26-06-2024,429.4414,-0.4637
100188,27-06-2024,434.9459,0.5822
100188,28-06-2024,431.6256,-0.1051
100188,01-07-2024,429.5825,-0.3908
100188,02-07-2024,436.0628,0.8148
100188,03-07-2024,432.7829,0.0229
100188,04-07-2024,432.0727,-1.3681
100188,05-07-2024,435.8669,0.8948
100188,08-07-2024,442.4289,-0.1488
100188,09-07-2024,446.3295,1.6713
100188,10-07-2024,447.0708,-1.2372
100188,11-07-2024,445.9746,0.6169
100188,12-07-2024,451.0493,-0.9804
100188,15-07-2024,453.5309,0.8594
100188,16-07-2024,449.841,-0.3411
100188,17-07-2024,454.1017,0.3931
100188,18-07-2024,456.1159,1.0528
100188,19-07-2024,456.7255,0.5152
100188,22-07-2024,445.2131,0.1069
100188,23-07-2024,444.5916,-0.5491
100188,24-07-2024,446.0419,-0.7612
100188,25-07-2024,446.6673,0.0224
100188,26-07-2024,443.4692,-2.0284
100188,29-07-2024,440.2891,-0.3438
100188,30-07-2024,442.0257,-0.1653
100188,31-07-2024,444.5112,-0.8359
100188,01-08-2024,445.3897,-0.0081
100188,02-08-2024,444.8341,-0.1589
100188,05-08-2024,447.7666,-0.3265
100188,06-08-2024,448.5928,-0.0681
100188,07-08-2024,450.329,0.6865
100188,08-08-2024,455.7423,-0.0648
100188,09-08-2024,446.5839,-0.0227
100188,12-08-2024,447.1717,-2.1493
100188,13-08-2024,449.395,-0.2516
100188,14-08-2024,443.4631,-0.7443
100188,15-08-2024,440.1888,0.5879
100188,16-08-2024,442.5899,1.4033
100188,19-08-2024,434.7026,1.0577
100188,20-08-2024,441.0058,-0.174
100188,21-08-2024,443.4002,-1.3144
100188,22-08-2024,435.8201,-1.0166
100188,23-08-2024,434.5934,-0.4292
100188,26-08-2024,434.9381,1.3248
100188,27-08-2024,435.2538,1.867
100188,28-08-2024,432.9428,-0.4326
100188,29-08-2024,434.6268,-0.2793
100188,30-08-2024,439.4048,-0.537
100188,02-09-2024,456.2373,-0.3777
100188,03-09-2024,455.5875,0.1711
100188,04-09-2024,446.8269,0.582
100188,05-09-2024,448.9393,0.1384
100188,06-09-2024,442.8788,-1.3519
100188,09-09-2024,456.9248,-0.7659
100188,10-09-2024,452.8686,-0.2047
100188,11-09-2024,444.9971,-0.49
100188,12-09-2024,448.5865,1.5111
100188,13-09-2024,449.8929,1.5165
100188,16-09-2024,452.1778,0.2082
100188,17-09-2024,451.3215,-0.0868
100188,18-09-2024,448.8135,0.2731
100188,19-09-2024,449.0514,-1.2916
100188,20-09-2024,448.2583,-0.7301
100188,23-09-2024,448.6486,2.1728
100188,24-09-2024,455.1368,-0.7437
100188,25-09-2024,460.133,1.0479
100188,26-09-2024,452.085,0.8152
100188,27-09-2024,454.8177,0.1865
100188,30-09-2024,463.4919,-0.3216
100188,01-10-2024,462.8432,0.0467
100188,02-10-2024,464.1767,-1.5469
100188,03-10-2024,470.1607,0.2436
100188,04-10-2024,472.757,0.2176
100188,07-10-2024,471.4278,0.1768
100188,08-10-2024,476.5179,0.3515
100188,09-10-2024,476.136,1.8279
100188,10-10-2024,470.8439,-1.1662
100188,11-10-2024,472.5349,-0.1511
100188,14-10-2024,461.2733,1.058
100188,15-10-2024,458.8787,0.9856
100188,16-10-2024,460.9611,-0.1457
100188,17-10-2024,461.2334,0.4258
100188,18-10-2024,451.8369,0.3344
100188,21-10-2024,455.2796,1.0683
100188,22-10-2024,445.1567,0.7732
100188,23-10-2024,446.441,-0.1823
100188,24-10-2024,446.1338,-0.1945
100188,25-10-2024,448.0107,-0.0808
100188,28-10-2024,449.4546,0.0822
100188,29-10-2024,450.8107,-0.3542
100188,30-10-2024,451.6972,0.2002
100188,31-10-2024,450.816,0.8169
100188,01-11-2024,447.2511,-0.0772
100188,04-11-2024,443.8012,0.5424
100188,05-11-2024,440.0558,-0.3626
100188,06-11-2024,436.9519,-0.0597
100188,07-11-2024,435.4381,-0.3871
100188,08-11-2024,438.281,1.6263
100188,11-11-2024,438.0473,0.129
100188,12-11-2024,442.6686,0.0853
100188,13-11-2024,439.5965,-0.6169
100188,14-11-2024,437.3323,0.028
100188,15-11-2024,440.8844,-1.1829
100188,18-11-2024,426.8322,1.2333
100188,19-11-2024,426.8631,1.7507
100188,20-11-2024,421.5619,1.2048
100188,21-11-2024,419.0685,-0.3266
100188,22-11-2024,415.5061,-0.8149
100188,25-11-2024,406.9814,-0.1776
100188,26-11-2024,407.1105,0.6399
100188,27-11-2024,407.6411,0.3292
100188,28-11-2024,409.6914,0.0245
100188,29-11-2024,411.1951,-0.8417
100188,02-12-2024,415.7515,-0.5995
100188,03-12-2024,421.081,-0.1012
100188,04-12-2024,418.7994,-1.2641
100188,05-12-2024,421.905,-0.9377
100188,06-12-2024,420.0269,0.6197
100188,09-12-2024,420.0881,1.0713
100188,10-12-2024,428.6884,-0.4539
100188,11-12-2024,431.0548,1.7759
100188,12-12-2024,435.4134,-0.5781
100188,13-12-2024,433.8998,-0.4982
100188,16-12-2024,429.4418,-0.4883
100188,17-12-2024,433.0001,0.1509
100188,18-12-2024,431.6257,0.8375
100188,19-12-2024,433.0374,0.2784
100188,20-12-2024,437.264,0.5559
100188,23-12-2024,442.2763,2.6656
100188,24-12-2024,446.8266,1.0779
100188,25-12-2024,452.197,0.1119
100188,26-12-2024,457.721,0.061
100188,27-12-2024,454.4801,-0.4676
100188,30-12-2024,451.6109,-0.6155
100209,01-01-2024,240.9341,1.3929
100209,02-01-2024,239.4317,0.3212
100209,03-01-2024,239.9943,-0.6078
100209,04-01-2024,238.3584,-0.1178
100209,05-01-2024,241.6079,-0.9511
100209,08-01-2024,241.9736,0.9376
100209,09-01-2024,244.0607,-1.4015
100209,10-01-2024,246.2786,0.2576
100209,11-01-2024,248.229,-0.6532
100209,12-01-2024,253.0583,-0.2501
100209,15-01-2024,252.583,0.9165
100209,16-01-2024,249.5745,1.6766
100209,17-01-2024,250.7229,-0.8871
100209,18-01-2024,250.797,0.0143
100209,19-01-2024,253.1036,-1.4053
100209,22-01-2024,257.0857,0.5472
100209,23-01-2024,252.9117,1.324
100209,24-01-2024,252.2979,0.631
100209,25-01-2024,256.7342,0.4976
100209,26-01-2024,255.3676,-0.4139
100209,29-01-2024,257.4907,0.3627
100209,30-01-2024,257.4839,0.8832
100209,31-01-2024,257.7658,0.621
100209,01-02-2024,258.9093,0.7343
100209,02-02-2024,258.296,0.68
100209,05-02-2024,261.1578,0.4876
100209,06-02-2024,257.6365,-0.3633
100209,07-02-2024,258.1173,-0.2571
100209,08-02-2024,260.7827,-1.3044
100209,09-02-2024,262.7501,-1.1043
100209,12-02-2024,254.5344,0.5041
100209,13-02-2024,252.8463,0.6525
100209,14-02-2024,251.7734,0.6298
100209,15-02-2024,255.0885,0.8374
100209,16-02-2024,253.6864,1.3424
100209,19-02-2024,253.396,0.1981
100209,20-02-2024,253.2161,-0.0573
100209,21-02-2024,254.422,-0.2574
100209,22-02-2024,254.6967,0.3455
100209,23-02-2024,254.5062,0.313
100209,26-02-2024,257.0129,1.0546
100209,27-02-2024,256.8673,0.2119
100209,28-02-2024,257.3649,0.6006
100209,29-02-2024,258.5946,1.5438
100209,01-03-2024,254.7224,-0.0084
100209,04-03-2024,252.0126,-0.5061
100209,05-03-2024,250.1784,0.0444
100209,06-03-2024,250.6933,1.4047
100209,07-03-2024,251.0417,1.5794
100209,08-03-2024,251.5166,0.0093
100209,11-03-2024,254.1567,-1.1107
100209,12-03-2024,255.3564,-0.4189
100209,13-03-2024,253.4904,-0.8666
100209,14-03-2024,256.1443,0.1382
100209,15-03-2024,252.2234,-0.4676
100209,18-03-2024,258.9293,0.8082
100209,19-03-2024,259.2517,0.7339
100209,20-03-2024,255.664,1.4448
100209,21-03-2024,252.4198,0.8805
100209,22-03-2024,251.7893,-0.9279
100209,25-03-2024,255.28,-0.457
100209,26-03-2024,257.5383,1.2103
100209,27-03-2024,261.6418,-0.359
100209,28-03-2024,262.7617,0.8881
100209,29-03-2024,259.8999,-1.5998
100209,01-04-2024,261.7159,1.0512
100209,02-04-2024,264.2705,0.1759
100209,03-04-2024,264.7244,0.4653
100209,04-04-2024,263.0243,1.1827
100209,05-04-2024,265.6868,0.1777
100209,08-04-2024,268.0458,-0.9384
100209,09-04-2024,268.6446,0.3114
100209,10-04-2024,269.601,-0.0124
100209,11-04-2024,267.7809,-1.0311
100209,12-04-2024,264.6549,-0.5089
100209,15-04-2024,264.5932,1.6154
100209,16-04-2024,267.4111,-1.5906
100209,17-04-2024,273.3326,1.4891
100209,18-04-2024,269.8783,1.4827
100209,19-04-2024,268.1734,0.7736
100209,22-04-2024,269.7912,-0.8357
100209,23-04-2024,266.6515,0.6343
100209,24-04-2024,267.2802,0.7024
100209,25-04-2024,269.169,-0.6222
100209,26-04-2024,269.5969,-0.8099
100209,29-04-2024,270.1037,-1.1012
100209,30-04-2024,270.7062,1.6735
100209,01-05-2024,273.4075,0.5216
100209,02-05-2024,274.6675,1.1214
100209,03-05-2024,269.31,-1.0174
100209,06-05-2024,272.9319,-1.1295
100209,07-05-2024,273.8563,0.3623
100209,08-05-2024,272.5878,0.0393
100209,09-05-2024,272.3875,-0.3658
100209,10-05-2024,269.5076,0.471
100209,13-05-2024,276.6335,-1.3573
100209,14-05-2024,280.6857,-0.008
100209,15-05-2024,279.452,2.0244
100209,16-05-2024,278.1712,1.8244
100209,17-05-2024,283.5491,0.347
100209,20-05-2024,284.4045,0.0902
100209,21-05-2024,284.0475,-1.322
100209,22-05-2024,284.7322,0.8242
100209,23-05-2024,283.2874,1.4728
100209,24-05-2024,284.2868,0.1692
100209,27-05-2024,283.7642,-0.1933
100209,28-05-2024,283.5374,0.1166
100209,29-05-2024,286.6568,-0.1418
100209,30-05-2024,284.3737,2.1458
100209,31-05-2024,291.4376,0.4584
100209,03-06-2024,287.7858,-0.5311
100209,04-06-2024,286.8585,0.9341
100209,05-06-2024,286.6308,-0.6425
100209,06-06-2024,283.1738,1.744
100209,07-06-2024,284.2977,0.6872
100209,10-06-2024,290.2615,0.5422
100209,11-06-2024,288.1012,-0.6052
100209,12-06-2024,291.1712,-0.169
100209,13-06-2024,293.1785,-0.034
100209,14-06-2024,296.5675,-1.337
100209,17-06-2024,296.2367,-1.8034
100209,18-06-2024,294.623,-0.2932
100209,19-06-2024,298.0015,1.067
100209,20-06-2024,299.5026,0.4638
100209,21-06-2024,296.504,0.5571
100209,24-06-2024,287.4495,2.4702
100209,25-06-2024,290.746,-0.066
100209,26-06-2024,291.4116,0.2607
100209,27-06-2024,292.0249,0.947
100209,28-06-2024,292.402,0.4282
100209,01-07-2024,290.0086,0.1644
100209,02-07-2024,287.4236,0.4852
100209,03-07-2024,286.6187,-0.0716
100209,04-07-2024,283.6415,0.0683
100209,05-07-2024,285.5104,0.0721
100209,08-07-2024,290.1404,-0.6733
100209,09-07-2024,288.1758,-0.7172
100209,10-07-2024,293.6443,-1.5264
100209,11-07-2024,295.9319,0.6301
100209,12-07-2024,292.5424,-0.157
100209,15-07-2024,295.533,0.8985
100209,16-07-2024,293.4066,-0.8852
100209,17-07-2024,294.9796,0.0753
100209,18-07-2024,295.2105,-1.1801
100209,19-07-2024,298.4896,-0.5801
100209,22-07-2024,299.7946,-0.7209
100209,23-07-2024,302.5689,0.2744
100209,24-07-2024,305.7583,0.8077
100209,25-07-2024,305.7474,0.2906
100209,26-07-2024,311.3187,0.3541
100209,29-07-2024,305.8279,-0.4762
100209,30-07-2024,307.7547,1.1667
100209,31-07-2024,308.101,1.3168
100209,01-08-2024,309.95,-1.1326
100209,02-08-2024,309.5959,0.8213
100209,05-08-2024,311.55,-0.8187
100209,06-08-2024,311.5914,-1.4514
100209,07-08-2024,312.5476,0.2846
100209,08-08-2024,308.6154,0.5188
100209,09-08-2024,310.3759,-0.6433
100209,12-08-2024,304.7578,0.7114
100209,13-08-2024,305.1421,-0.0463
100209,14-08-2024,304.668,-0.2395
100209,15-08-2024,304.856,-0.0175
100209,16-08-2024,303.7044,-1.2571
100209,19-08-2024,297.995,-2.2523
